State,Time,Device,Unit,
1180.108154,2024-09-12T12:15:23.000Z,illuminance_sensor,lux,
1169.128906,2024-09-12T12:17:23.000Z,illuminance_sensor,lux,
1209.197754,2024-09-12T12:19:23.000Z,illuminance_sensor,lux,
1225.27063,2024-09-12T12:21:23.000Z,illuminance_sensor,lux,
1181.692871,2024-09-12T12:23:23.000Z,illuminance_sensor,lux,
1158.602295,2024-09-12T12:25:23.000Z,illuminance_sensor,lux,
1189.616089,2024-09-12T12:27:23.000Z,illuminance_sensor,lux,
1212.027466,2024-09-12T12:29:23.000Z,illuminance_sensor,lux,
1216.441895,2024-09-12T12:31:23.000Z,illuminance_sensor,lux,
1192.672119,2024-09-12T12:33:23.000Z,illuminance_sensor,lux,
1203.31189,2024-09-12T12:35:23.000Z,illuminance_sensor,lux,
